"acceptedScientificName","LON","LAT"
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.91,-28.02
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.74,-26.64
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.89,-27.09
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.32,-27.36
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.39,-23.07
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.24,-22.9
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68,-17
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-64.97,-26.2
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-71.298,-14.983833
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.2885,-6.996167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.767071,-1.427421
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.405278,-9.655833
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.66,-23.26
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.7,-23.16
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.02,-23.3
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.619444,-9.579167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-76.755833,-10.488611
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.875833,-9.112222
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.101389,-32.084167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.87444,-0.79722
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.917101,-25.849001
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.624656,-25.505749
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.824811,-25.743087
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.682233,-26.039826
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.2,-18.783333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.366111,-17.3
